ingredient_id,original_text,name,norm_name,name_confidence,amount,unit,amount_confidence,preparation,preparation_confidence,recipe_title,recipe_category,likely_sub_category_1,likely_sub_category_1_score,main_category_1,likely_sub_category_2,likely_sub_category_2_score,main_category_2,likely_sub_category_3,likely_sub_category_3_score,main_category_3
147,¼ cup TJ’s Crumbled Feta Cheese with Mediterranean Herbs,Crumbled Feta Cheese with Mediterranean Herbs,feta cheese with mediterranean herbs,0.999577,,,,,,Creamy Dreamy Hummus with Roasted Baby Broccoli,Appetizers & Sides,,,,,,,,,
148,"1 TJ’s Chevre Goat's Milk Cheese, sliced into 6 medallions, then chilled until ready to use",Chevre Goat's Milk Cheese,chevre goat milk cheese,0.998036,,,,"sliced into 6 medallions, then chilled until ready to use",0.994795,Green Goddess Fried Goat Cheese Medallions,Appetizers & Sides,,,,,,,,,
149,½ cup TJ’s Japanese Style Panko Breadcrumbs,Japanese Style Panko Breadcrumbs,japanese style panko breadcrumbs,0.999609,,,,,,Green Goddess Fried Goat Cheese Medallions,Appetizers & Sides,,,,,,,,,
150,1 teaspoon TJ’s Green Goddess Spice Blend,Green Goddess Spice Blend,green goddess spice blend,0.99966,,,,,,Green Goddess Fried Goat Cheese Medallions,Appetizers & Sides,,,,,,,,,
151,"1 TJ’s Egg, beaten",Egg,egg,0.994471,,,,beaten,0.998873,Green Goddess Fried Goat Cheese Medallions,Appetizers & Sides,,,,,,,,,
152,3 tablespoons TJ’s Olive Oil,Olive Oil,extra virgin olive oil,0.999673,,,,,,Green Goddess Fried Goat Cheese Medallions,Appetizers & Sides,,,,,,,,,
153,TJ’s Organic Extra Virgin Olive Oil Spray,Organic Extra Virgin Olive Oil Spray,extra virgin olive oil spray,0.997641,,,,,,Homestyle Meatball Subs,Lunch & Dinner,,,,,,,,,
154,1 package TJ’s Homestyle Angus Beef Meatballs,Homestyle Angus Beef Meatballs,homestyle angus beef meatballs,0.999519,,,,,,Homestyle Meatball Subs,Lunch & Dinner,,,,,,,,,
155,2 cups of your favorite TJ’s Marinara Sauce,your favorite Marinara Sauce,marinara sauce,0.980429,,,,,,Homestyle Meatball Subs,Lunch & Dinner,,,,,,,,,
156,"3 TJ’s Sandwich Rolls, sliced lengthwise, leaving one edge intact",Sandwich Rolls,sandwich rolls,0.996122,,,,sliced lengthwise,0.997613,Homestyle Meatball Subs,Lunch & Dinner,,,,,,,,,
157,3 slices TJ’s Sliced Provolone,Sliced Provolone,provolone,0.940954,,,,,,Homestyle Meatball Subs,Lunch & Dinner,,,,,,,,,
158,1 bag TJ’s Organic Shredded Green & Red Cabbage with Orange Carrots,Organic Shredded Green & Red Cabbage with Orange Carrots,shredded green & red cabbage with orange carrots,0.99241,,,,,,Curtido,Appetizers & Sides,,,,,,,,,
159,"½ TJ’s Yellow Onion, thinly sliced",Yellow Onion,yellow onion,0.995382,,,,thinly sliced,0.998155,Curtido,Appetizers & Sides,,,,,,,,,
160,¼ cup chopped TJ’s Hot & Sweet Jalapeño Peppers,Hot & Sweet Jalapeño Peppers,hot & sweet jalapeño peppers,0.98458,,,,chopped,0.997824,Curtido,Appetizers & Sides,,,,,,,,,
161,½ cup TJ’s Raw Apple Cider Vinegar,Raw Apple Cider Vinegar,apple cider vinegar,0.998839,,,,,,Curtido,Appetizers & Sides,,,,,,,,,
162,2 teaspoons TJ’s Organic Oregano,Organic Oregano,oregano,0.999195,,,,,,Curtido,Appetizers & Sides,,,,,,,,,
163,½ teaspoon TJ’s Sea Salt,Sea Salt,sea salt,0.998479,,,,,,Curtido,Appetizers & Sides,,,,,,,,,
164,1 block TJ’s Organic Tofu,Organic Tofu,tofu,0.997811,,,,,,Tofu Scramble Breakfast Tacos,Breakfast,,,,,,,,,
165,½ heaping teaspoon TJ’s Organic Ground Turmeric,Organic Ground Turmeric,ground turmeric,0.998878,,,,,,Tofu Scramble Breakfast Tacos,Breakfast,,,,,,,,,
166,¼ teaspoon TJ’s California Garlic Powder,California Garlic Powder,california garlic powder,0.997577,,,,,,Tofu Scramble Breakfast Tacos,Breakfast,,,,,,,,,
167,¼ teaspoon TJ’s California Onion Powder,California Onion Powder,california onion powder,0.999247,,,,,,Tofu Scramble Breakfast Tacos,Breakfast,,,,,,,,,
168,½ teaspoon TJ’s Sea Salt,Sea Salt,sea salt,0.998479,,,,,,Tofu Scramble Breakfast Tacos,Breakfast,,,,,,,,,
169,¼ teaspoon TJ’s Black Pepper,Black Pepper,black pepper,0.997566,,,,,,Tofu Scramble Breakfast Tacos,Breakfast,,,,,,,,,
170,2 tablespoons TJ’s Nutritional Yeast,Nutritional Yeast,nutritional yeast,0.9939,,,,,,Tofu Scramble Breakfast Tacos,Breakfast,,,,,,,,,
171,2 tablespoons of your favorite TJ’s Olive Oil,your favorite Olive Oil,extra virgin olive oil,0.983474,,,,,,Tofu Scramble Breakfast Tacos,Breakfast,,,,,,,,,
172,"8 TJ’s Organic Mini Flour Tortillas, warmed",Organic Mini Flour Tortillas,mini flour tortillas,0.994987,,,,warmed,0.99969,Tofu Scramble Breakfast Tacos,Breakfast,,,,,,,,,
173,"2 TJ’s Avocados, sliced",Avocados,avocados,0.992509,,,,sliced,0.998393,Tofu Scramble Breakfast Tacos,Breakfast,,,,,,,,,
174,TJ’s Pico de Gallo,Pico de Gallo,pico gallo,0.997805,,,,,,Tofu Scramble Breakfast Tacos,Breakfast,,,,,,,,,
175,TJ’s Cilantro,Cilantro,cilantro,0.997194,,,,,,Tofu Scramble Breakfast Tacos,Breakfast,,,,,,,,,
176,"2 TJ’s Limes, sliced into wedges",Limes,limes,0.992017,,,,sliced into wedges,0.998774,Tofu Scramble Breakfast Tacos,Breakfast,,,,,,,,,
177,1 bag TJ’s Organic Baby Lettuce,Organic Baby Lettuce,baby lettuce,0.995816,,,,,,"Blood Orange, Fennel, & Feta Salad",Appetizers & Sides,,,,,,,,,
178,"2 TJ’s Blood Oranges, peeled and sliced into thin rounds",Blood Oranges,blood oranges,0.970287,,,,peeled and sliced into thin rounds,0.999921,"Blood Orange, Fennel, & Feta Salad",Appetizers & Sides,,,,,,,,,
179,"1 bulb TJ’s Fennel, thinly sliced",Fennel,fennel,0.996409,,,,thinly sliced,0.998553,"Blood Orange, Fennel, & Feta Salad",Appetizers & Sides,,,,,,,,,
180,"1 TJ’s Avocado, skin removed and sliced",Avocado,avocado,0.974663,,,,skin removed and sliced,0.999719,"Blood Orange, Fennel, & Feta Salad",Appetizers & Sides,,,,,,,,,
181,"1/2 cup TJ’s Roasted & Salted Pecan Halves, roughly chopped",Roasted & Salted Pecan Halves,roasted & salted pecan halves,0.990957,,,,roughly chopped,0.998549,"Blood Orange, Fennel, & Feta Salad",Appetizers & Sides,,,,,,,,,
182,¼ cup TJ’s Organic Crumbled Feta Cheese,Organic Crumbled Feta Cheese,crumbled feta cheese,0.999496,,,,,,"Blood Orange, Fennel, & Feta Salad",Appetizers & Sides,,,,,,,,,
183,¼ cup TJ’s Balsamic Vinaigrette,Balsamic Vinaigrette,balsamic vinaigrette,0.999421,,,,,,"Blood Orange, Fennel, & Feta Salad",Appetizers & Sides,,,,,,,,,
184,1 tablespoon of your favorite TJ’s Olive Oil,your favorite Olive Oil,extra virgin olive oil,0.988245,,,,,,Cilantro Lentil Tacos,Lunch & Dinner,,,,,,,,,
185,1 can TJ's Lentils,Lentils,lentils,0.989831,,,,,,Cilantro Lentil Tacos,Lunch & Dinner,,,,,,,,,
186,2 teaspoons TJ’s Taco Seasoning Mix,Taco Seasoning Mix,taco seasoning mix,0.999555,,,,,,Cilantro Lentil Tacos,Lunch & Dinner,,,,,,,,,
187,8 TJ’s Corn Tortillas,Corn Tortillas,corn tortillas,0.996152,,,,,,Cilantro Lentil Tacos,Lunch & Dinner,,,,,,,,,
188,"1 cup diced TJ’s Bell Peppers, one color or an array)",Bell Peppers,bell peppers,0.997914,,,,diced,0.996037,Cilantro Lentil Tacos,Lunch & Dinner,,,,,,,,,
189,TJ’s Cilantro Salad Dressing,Cilantro Salad Dressing,cilantro salad dressing,0.996571,,,,,,Cilantro Lentil Tacos,Lunch & Dinner,,,,,,,,,
190,"A handful of TJ’s Fresh Cilantro leaves, for garnish",Fresh Cilantro leaves,cilantro leaves,0.98072,,,,,,Cilantro Lentil Tacos,Lunch & Dinner,,,,,,,,,
191,"2 TJ’s Limes, sliced into wedges",Limes,limes,0.992017,,,,sliced into wedges,0.998774,Cilantro Lentil Tacos,Lunch & Dinner,,,,,,,,,
192,1 package (12 ounces) TJ's Organic Red Cherry Tomatoes,Organic Red Cherry Tomatoes,red cherry tomatoes,0.996028,,,,,,Yellow Curry Chickpeas,Dinner,,,,,,,,,
193,2 teaspoons TJ's Olive Oil,Olive Oil,extra virgin olive oil,0.999601,,,,,,Yellow Curry Chickpeas,Dinner,,,,,,,,,
194,A few cranks of TJ's Sea Salt,Sea Salt,sea salt,0.910505,,,,,,Yellow Curry Chickpeas,Dinner,,,,,,,,,
195,"1 cup dried TJ's Organic White Quinoa, prepared according to package instructions",dried Organic White Quinoa,white quinoa,0.99539,,,,prepared according to package instructions,0.983477,Yellow Curry Chickpeas,Dinner,,,,,,,,,
196,1 bottle TJ's Thai Style Yellow Curry Sauce,Thai Style Yellow Curry Sauce,thai style yellow curry sauce,0.999311,,,,,,Yellow Curry Chickpeas,Dinner,,,,,,,,,
197,"1 cans TJ's Organic Garbanzo Beans, drained",Organic Garbanzo Beans,garbanzo beans,0.998987,,,,drained,0.995565,Yellow Curry Chickpeas,Dinner,,,,,,,,,
198,1/2 bag TJ's Organic Baby Spinach,Organic Baby Spinach,baby spinach,0.997597,,,,,,Yellow Curry Chickpeas,Dinner,,,,,,,,,
199,"4 of your favorite TJ's Bagels, sliced in half",your favorite Bagels,bagels,0.938666,,,,sliced in half,0.998215,Smoked Salmon & Cream Cheese Bagels,Breakfast,,,,,,,,,
200,1 tub TJ's Whipped Cream Cheese,Whipped Cream Cheese,whipped cream cheese,0.999355,,,,,,Smoked Salmon & Cream Cheese Bagels,Breakfast,,,,,,,,,
201,1 package TJ's Wild Sockeye Smoked Salmon,Wild Sockeye Smoked Salmon,wild sockeye smoked salmon,0.999779,,,,,,Smoked Salmon & Cream Cheese Bagels,Breakfast,,,,,,,,,
202,"1/4 TJ's Red Onion, very thinly sliced",Red Onion,red onion,0.994127,,,,very thinly sliced,0.997997,Smoked Salmon & Cream Cheese Bagels,Breakfast,,,,,,,,,
203,"2 TJ's Persian Cucumbers, thinly sliced",Persian Cucumbers,persian cucumbers,0.995391,,,,thinly sliced,0.998908,Smoked Salmon & Cream Cheese Bagels,Breakfast,,,,,,,,,
204,"TJ's Capers, drained",Capers,capers,0.995552,,,,drained,0.997709,Smoked Salmon & Cream Cheese Bagels,Breakfast,,,,,,,,,
205,"A few sprigs TJ's Fresh Dill, for garnish",Fresh Dill,dill,0.965442,,,,,,Smoked Salmon & Cream Cheese Bagels,Breakfast,,,,,,,,,
206,"1 TJ's Lemon, sliced into wedges",Lemon,lemon,0.994185,,,,sliced into wedges,0.998385,Smoked Salmon & Cream Cheese Bagels,Breakfast,,,,,,,,,
207,1 bag TJ’s Freeze Dried Fig Slices,Freeze Dried Fig Slices,freeze dried fig slices,0.99783,,,,,,Unexpected Fig Bites,Appetizers & Sides,,,,,,,,,
208,TJ’s Fig Butter,Fig Butter,fig butter,0.996556,,,,,,Unexpected Fig Bites,Appetizers & Sides,,,,,,,,,
209,"¼ block TJ’s Unexpected Cheddar, sliced into bite-sized rectangles",Unexpected Cheddar,cheddar,0.998993,,,,sliced into bite-sized rectangles,0.999844,Unexpected Fig Bites,Appetizers & Sides,,,,,,,,,
210,"TJ’s Fresh Thyme, to garnish",Fresh Thyme,thyme,0.989382,,,,,,Unexpected Fig Bites,Appetizers & Sides,,,,,,,,,
211,1 ½ cups TJ’s Organic Unfiltered Apple Juice,Organic Unfiltered Apple Juice,apple juice,0.997339,,,,,,Double-Apple Oatmeal,Breakfast,,,,,,,,,
212,1 cup TJ’s Rolled Oats,Rolled Oats,oats,0.995252,,,,,,Double-Apple Oatmeal,Breakfast,,,,,,,,,
213,4 tablespoons TJ’s Salted Butter,Salted Butter,butter,0.933367,,,,,,Double-Apple Oatmeal,Breakfast,,,,,,,,,
214,"1 TJ's Apple (your favorite varietal), chopped into small cubes",Apple,apple,0.992739,,,,chopped into small cubes,0.999653,Double-Apple Oatmeal,Breakfast,,,,,,,,,
215,1 teaspoon TJ’s Organic Ground Cinnamon,Organic Ground Cinnamon,ground cinnamon,0.999674,,,,,,Double-Apple Oatmeal,Breakfast,,,,,,,,,
216,1 tablespoon TJ’s Organic Cane Sugar,Organic Cane Sugar,cane sugar,0.998706,,,,,,Double-Apple Oatmeal,Breakfast,,,,,,,,,
217,2 tablespoons Avocado Oil,Avocado Oil,avocado oil,0.999015,,,,,,Sam’s Sweet Potato Soup,Lunch,,,,,,,,,
218,"1/2 Jumbo Yellow Onion, diced",Jumbo Yellow Onion,jumbo yellow onion,0.723526,,,,diced,0.998229,Sam’s Sweet Potato Soup,Lunch,,,,,,,,,
219,"2 medium-sized Sweet Potatoes, peeled and cubed",Sweet Potatoes,sweet potatoes,0.975701,,,,peeled and cubed,0.999875,Sam’s Sweet Potato Soup,Lunch,,,,,,,,,
220,1/2 cup TJ's Pearled Couscous,Pearled Couscous,pearled couscous,0.999543,,,,,,Sam’s Sweet Potato Soup,Lunch,,,,,,,,,
221,6 cups TJ's Low Sodium Vegetable Broth,Low Sodium Vegetable Broth,low sodium vegetable broth,0.999779,,,,,,Sam’s Sweet Potato Soup,Lunch,,,,,,,,,
222,2-3 teaspoons TJ's Taco Seasoning,Taco Seasoning,taco,0.998607,,,,,,Sam’s Sweet Potato Soup,Lunch,,,,,,,,,
223,1/2 bag TJ's Organic Tuscan Kale,Organic Tuscan Kale,tuscan kale,0.998035,,,,,,Sam’s Sweet Potato Soup,Lunch,,,,,,,,,
224,"TJ's Salt & Pepper, to taste",Salt & Pepper,salt & pepper,0.961253,,,,,,Sam’s Sweet Potato Soup,Lunch,,,,,,,,,
225,Your favorite TJ’s crusty bread,Your favorite crusty bread,crusty bread,0.989281,,,,,,Sam’s Sweet Potato Soup,Lunch,,,,,,,,,
226,1 TJ’s Large Egg,Large Egg,egg,0.923054,,,,,,Zhuzhed Up Ramen Cup,Lunch,,,,,,,,,
227,1 teaspoon TJ’s Avocado Oil,Avocado Oil,avocado oil,0.998664,,,,,,Zhuzhed Up Ramen Cup,Lunch,,,,,,,,,
228,"2 TJ’s Shiitake Mushrooms, sliced",Shiitake Mushrooms,shiitake mushrooms,0.99841,,,,sliced,0.998599,Zhuzhed Up Ramen Cup,Lunch,,,,,,,,,
229,2 cups water,water,water,0.999307,,,,,,Zhuzhed Up Ramen Cup,Lunch,,,,,,,,,
230,1 TJ’s Miso Ramen Cup,Miso Ramen Cup,miso ramen cup,0.985403,,,,,,Zhuzhed Up Ramen Cup,Lunch,,,,,,,,,
231,"1 TJ’s Baby Bok Choy, sliced in half and roughly chopped",Baby Bok Choy,baby bok choy,0.995187,,,,sliced in half and roughly chopped,0.999978,Zhuzhed Up Ramen Cup,Lunch,,,,,,,,,
232,"TJ’s Furikake, for sprinkling",Furikake,furikake,0.996037,,,,,,Zhuzhed Up Ramen Cup,Lunch,,,,,,,,,
233,"1 TJ’s Green Onion, thinly sliced",Green Onion,green onion,0.996352,,,,thinly sliced,0.998751,Zhuzhed Up Ramen Cup,Lunch,,,,,,,,,
234,1 container TJ’s Mirepoix,Mirepoix,mirepoix,0.994049,,,,,,Cozy Tortellini Soup,"Appetizers & Sides, Dinner & Lunch",,,,,,,,,
235,"4 cloves TJ’s Garlic, smashed",Garlic,garlic,0.991722,,,,smashed,0.998648,Cozy Tortellini Soup,"Appetizers & Sides, Dinner & Lunch",,,,,,,,,
236,1 carton TJ’s Organic Free Range Chicken Broth,Organic Free Range Chicken Broth,free range chicken broth,0.98872,,,,,,Cozy Tortellini Soup,"Appetizers & Sides, Dinner & Lunch",,,,,,,,,
237,"1 cheese rind from a block of your favorite TJ’s Parmesan, optional",cheese rind from a block of your favorite Parmesan,cheese rind block parmesan,0.993026,,,,,,Cozy Tortellini Soup,"Appetizers & Sides, Dinner & Lunch",,,,,,,,,
238,2 cups TJ’s Spinach Tortellini,Spinach Tortellini,spinach tortellini,0.998612,,,,,,Cozy Tortellini Soup,"Appetizers & Sides, Dinner & Lunch",,,,,,,,,
239,A few cranks of TJ’s Sea Salt,Sea Salt,sea salt,0.910505,,,,,,Cozy Tortellini Soup,"Appetizers & Sides, Dinner & Lunch",,,,,,,,,
240,"Grated TJ’s Parmesan, to serve",Parmesan,parmesan,0.970742,,,,Grated,0.955811,Cozy Tortellini Soup,"Appetizers & Sides, Dinner & Lunch",,,,,,,,,
241,"A handful of chopped TJ's Fresh Parsley, for ganish",Fresh Parsley,parsley,0.91965,,,,chopped,0.75369,Cozy Tortellini Soup,"Appetizers & Sides, Dinner & Lunch",,,,,,,,,
242,A drizzle of your favorite TJ's Extra Virgin Olive Oil,your favorite Extra Virgin Olive Oil,extra virgin olive oil,0.914877,,,,,,Cozy Tortellini Soup,"Appetizers & Sides, Dinner & Lunch",,,,,,,,,
243,"1 TJ’s Pizza Dough, left to sit at room temperature for 20 minutes",Pizza Dough,pizza dough,0.996134,,,,left to sit at room temperature for 20 minutes,0.999466,Korean Hot Chicken-Inspired Pizza,Lunch & Dinner,,,,,,,,,
244,"TJ's Unbleached Enriched All-Purpose Flour, for dusting",Unbleached Enriched All-Purpose Flour,all-purpose flour,0.995202,,,,,,Korean Hot Chicken-Inspired Pizza,Lunch & Dinner,,,,,,,,,
245,"½ cup TJ’s Yangnyeom Sauce, plus more for drizzling",Yangnyeom Sauce,yangnyeom sauce,0.998502,,,,,,Korean Hot Chicken-Inspired Pizza,Lunch & Dinner,,,,,,,,,
246,1 ½ cups TJ’s Shredded Pepper Jack Cheese,Shredded Pepper Jack Cheese,shredded pepper jack cheese,0.954096,,,,,,Korean Hot Chicken-Inspired Pizza,Lunch & Dinner,,,,,,,,,
247,"1/2 package TJ’s Spicy Chicken Nuggets, sliced into thirds",Spicy Chicken Nuggets,spicy chicken nuggets,0.999156,,,,sliced into thirds,0.998786,Korean Hot Chicken-Inspired Pizza,Lunch & Dinner,,,,,,,,,
248,"TJ’s Cilantro, leaved plucked from the stems, to garnish",Cilantro,cilantro,0.990794,,,,leaved plucked from the stems,0.973767,Korean Hot Chicken-Inspired Pizza,Lunch & Dinner,,,,,,,,,
249,1 wheel TJ’s Double Cream Brie,Double Cream Brie,double cream brie,0.999147,,,,,,Baked Brie en Croûte,Appetizers & Sides,,,,,,,,,
250,"1/3 cup TJ’s Walnuts, roughly chopped",Walnuts,walnuts,0.996884,,,,roughly chopped,0.998344,Baked Brie en Croûte,Appetizers & Sides,,,,,,,,,
251,"1 tablespoon TJ’s Fresh Thyme, destemmed and chopped",Fresh Thyme,thyme,0.984181,,,,destemmed and chopped,0.999379,Baked Brie en Croûte,Appetizers & Sides,,,,,,,,,
252,"1 tablespoon of your favorite TJ’s Honey, plus more for drizzling",your favorite Honey,honey,0.965915,,,,,,Baked Brie en Croûte,Appetizers & Sides,,,,,,,,,
253,1 package TJ’s Organic Crescent Rolls,Organic Crescent Rolls,crescent rolls,0.999048,,,,,,Baked Brie en Croûte,Appetizers & Sides,,,,,,,,,
254,"Your favorite TJ's crackers or a TJ's Organic Baguette, for serving",Your favorite crackers a Organic Baguette,crackers baguette,0.8944715,,,,,,Baked Brie en Croûte,Appetizers & Sides,,,,,,,,,
255,"1/2 cup finely grated TJ’s Pecorino Romano Cheese, plus more for serving",Pecorino Romano Cheese,pecorino romano cheese,0.996398,,,,finely grated,0.999859,Triangoletti Carbonara,Dinner,,,,,,,,,
256,"3 whole TJ’s Large Eggs, plus 2 yolks",whole Large Eggs,whole eggs,0.996176,,,,,,Triangoletti Carbonara,Dinner,,,,,,,,,
257,"A few heavy cranks of TJ’s Black Peppercorns, plus more for serving",A few heavy cranks of Black Peppercorns,heavy cranks black peppercorns,0.989265,,,,,,Triangoletti Carbonara,Dinner,,,,,,,,,
258,1 pound TJ’s Organic Spaghetti Triangoletti Pasta,Organic Spaghetti Triangoletti Pasta,spaghetti triangoletti pasta,0.998581,,,,,,Triangoletti Carbonara,Dinner,,,,,,,,,
259,"½ package TJ’s Uncured Apple Smoked Bacon, chopped into thin strips and cooked until crispy (ensure this step is complete before the pasta water comes to a boil)",Uncured Apple Smoked Bacon,apple smoked bacon,0.999382,,,,chopped into thin strips and cooked until crispy,0.999778,Triangoletti Carbonara,Dinner,,,,,,,,,
260,"1 TJ’s Pizza Dough, left to sit at room temperature for 20 minutes",Pizza Dough,pizza dough,0.996134,,,,left to sit at room temperature for 20 minutes,0.999466,Shrimp Scampizza,Lunch & Dinner,,,,,,,,,
261,"TJ's Unbleached Enriched All-Purpose Flour, for dusting",Unbleached Enriched All-Purpose Flour,all-purpose flour,0.995202,,,,,,Shrimp Scampizza,Lunch & Dinner,,,,,,,,,
262,1 ½ cups shredded TJ’s Fontina Cheese,Fontina Cheese,fontina cheese,0.974777,,,,shredded,0.926418,Shrimp Scampizza,Lunch & Dinner,,,,,,,,,
263,"1 package TJ’s Shrimp Scampi, prepared according to package instructions",Shrimp Scampi,shrimp scampi,0.999333,,,,prepared according to package instructions,0.9775,Shrimp Scampizza,Lunch & Dinner,,,,,,,,,
264,1 cup TJ’s Arugula,Arugula,arugula,0.99932,,,,,,Shrimp Scampizza,Lunch & Dinner,,,,,,,,,
265,A drizzle of your favorite TJ's Extra Virgin Olive Oil,your favorite Extra Virgin Olive Oil,extra virgin olive oil,0.914877,,,,,,Shrimp Scampizza,Lunch & Dinner,,,,,,,,,
266,"1 TJ’s Lemon, one half zested, the other half quartered and thinly sliced",Lemon,lemon,0.968221,,,,"one half zested, the other half quartered and thinly sliced",0.975448,Shrimp Scampizza,Lunch & Dinner,,,,,,,,,
267,3/4 cup TJ’s Organic Raw Apple Cider Vinegar,Organic Raw Apple Cider Vinegar,apple cider vinegar,0.997638,,,,,,Quick-Pickled Red Onions,Appetizers & Sides,,,,,,,,,
268,¼ cup water,water,water,0.999114,,,,,,Quick-Pickled Red Onions,Appetizers & Sides,,,,,,,,,
269,2 teaspoons TJ’s Organic Cane Sugar,Organic Cane Sugar,cane sugar,0.997799,,,,,,Quick-Pickled Red Onions,Appetizers & Sides,,,,,,,,,
270,1 teaspoon TJ’s Sea Salt,Sea Salt,sea salt,0.998479,,,,,,Quick-Pickled Red Onions,Appetizers & Sides,,,,,,,,,
271,1 teaspoons TJ's Rainbow Peppercorns,Rainbow Peppercorns,rainbow peppercorns,0.999147,,,,,,Quick-Pickled Red Onions,Appetizers & Sides,,,,,,,,,
272,"1 TJ’s Red Onion, thinly sliced",Red Onion,red onion,0.995585,,,,thinly sliced,0.998088,Quick-Pickled Red Onions,Appetizers & Sides,,,,,,,,,
273,1 box TJ’s Joe's Diner Mac n' Cheese,Joe's Diner Mac n' Cheese,diner mac n cheese,0.99927,,,,,,Mac-chos,Dinner & Lunch,,,,,,,,,
274,½ cup TJ’s Pepper Jack Cheese Blend,Pepper Jack Cheese Blend,pepper jack cheese blend,0.999453,,,,,,Mac-chos,Dinner & Lunch,,,,,,,,,
275,¼ cup crushed TJ’s Tortilla Chips,Tortilla Chips,tortilla chips,0.949068,,,,crushed,0.845231,Mac-chos,Dinner & Lunch,,,,,,,,,
276,TJ’s Hot Pico de Gallo,Hot Pico de Gallo,hot pico gallo,0.997775,,,,,,Mac-chos,Dinner & Lunch,,,,,,,,,
277,"1 short stalk TJ’s Green Onions, chopped",short stalk Green Onions,short stalk green onions,0.932434,,,,chopped,0.998759,Mac-chos,Dinner & Lunch,,,,,,,,,
278,2 cartons TJ's Organic Free Range Chicken Broth,cartons Organic Free Range Chicken Broth,cartons free range chicken broth,0.890227,,,,,,Lemon Chicken Orzo Soup,Dinner & Lunch,,,,,,,,,
279,2 tubs TJ's Mediterranean Style Orzo Pasta Salad,Mediterranean Style Orzo Pasta Salad,mediterranean style orzo pasta salad,0.999575,,,,,,Lemon Chicken Orzo Soup,Dinner & Lunch,,,,,,,,,
280,"1 package TJ's Lemon Pepper Grilled Chicken, sliced into bite-sized pieces",Lemon Pepper Grilled Chicken,lemon pepper grilled chicken,0.998741,,,,sliced into bite-sized pieces,0.999956,Lemon Chicken Orzo Soup,Dinner & Lunch,,,,,,,,,
