title,category,url,image_url,serves,time,ingredients
Sugar Pumpkin Pie Nuts,Desserts,https://www.traderjoes.com/home/recipes/sugar-pumpkin-pie-nuts,https://www.traderjoes.com/content/dam/trjo/recipes/256MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 15-20,Time 25 mins,"[""1 lb assorted TJ's Nuts (TJ's Raw Cashew Pieces, TJ's Raw Pecan Pieces, TJ's Walnut Halves & Pieces)"", ""1 cup TJ's Whole Milk"", ""1 1/2 cups TJ's Sugar"", ""3/4 tsp TJ's Salt"", ""2 tsp TJ's Pumpkin Pie Spice (seasonal)"", ""1 tsp TJ's Vanilla Extract""]"
Spicy Chicken Sandwich,Breakfast & Lunch,https://www.traderjoes.com/home/recipes/spicy-chicken-sandwich,https://www.traderjoes.com/content/dam/trjo/recipes/chicken-slaw-bagel.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 6,Time 25 mins,"[""1 package TJ's Breaded Chicken Tenderloin Breasts"", ""1 package TJ's Plain Bagels, sliced in half"", ""1 package TJ's Organic Shredded Green & Red Cabbage with Orange Carrots"", ""4 tablespoons TJ's Mayonnaise, divided"", ""4 tablespoons TJ's Sriracha Sauce, divided"", ""TJ's Bread & Butter Pickle Chips""]"
Cocoa Peanut Butter Bacon Bagel,Breakfast & Lunch,https://www.traderjoes.com/home/recipes/cocoa-peanut-butter-bacon-bagel,https://www.traderjoes.com/content/dam/trjo/recipes/bacon-pretzel-pbj.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 1-2,Time 10 mins,"[""1 TJ's Pretzel Bagel"", ""2 tablespoons TJ's Cocoa Almond Spread"", ""2 tablespoons TJ's Creamy Salted Peanut Butter"", ""2 slices TJ's Uncured Dry Rubbed Sliced Bacon, cooked""]"
Rumble Cakes,Desserts,https://www.traderjoes.com/home/recipes/rumble-cakes,https://www.traderjoes.com/content/dam/trjo/recipes/24MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 10,Time 50 mins,"[""1 stick TJ's Unsalted Butter, softened to room temperature"", ""2 TJ's Eggs"", ""1 box TJ's Truffle Brownie Mix"", ""1/4 cup TJ's Dried Montmorency Cherries"", ""1/4 cup TJ's Walnut Halves and Pieces"", ""TJ's Canola Oil Spray"", ""1 package TJ's Chocolate Chip Cookie Dough, softened to room temperature""]"
Turkey Salad Sandwich,Lunch,https://www.traderjoes.com/home/recipes/turkey-salad-sandwich,https://www.traderjoes.com/content/dam/trjo/recipes/60983-turkey-cranberry-salad_recipe.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 3,Time 5 mins,"[""1 container TJ's Turkey Cranberry Apple Salad (seasonal)"", ""6 slices of your favorite TJ's Multigrain Bread (toasted or untoasted, your call)"", ""3-4 leaves TJ's Organic Romaine Hearts, rinsed and torn into pieces""]"
Yogurt Crunch Waffle,Breakfast,https://www.traderjoes.com/home/recipes/yogurt-crunch-waffle,https://www.traderjoes.com/content/dam/trjo/recipes/372MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 4,Time 10 mins,"[""1 box (8 pieces) TJ's Toaster Waffles, heated"", ""1 32oz tub TJ's Greek Honey Yogurt"", ""4 TJ's Bananas, sliced thin"", ""1 16oz container TJ's Strawberries, hulled and sliced top to bottom"", ""1/2 cup TJ's Sliced Honey Roasted Almonds""]"
Tuna Salad Pita,Lunch,https://www.traderjoes.com/home/recipes/tuna-salad-pita,https://www.traderjoes.com/content/dam/trjo/recipes/221MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 4,Time 10 mins,"[""1 can TJ's Tuna in Olive Oil, drained"", ""1 Tbsp diced TJ's Sweet Onion"", ""2 Tbsp diced TJ's Cornichons"", ""1 1/2 Tbsp TJ's Organic Mayonnaise"", ""2-3 TJ's Organic Romaine Lettuce leaves"", ""2 TJ's Pita Bread Pockets""]"
Tropical Shrimp Salad,Lunch,https://www.traderjoes.com/home/recipes/tropical-shrimp-salad,https://www.traderjoes.com/content/dam/trjo/recipes/410MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 2-4,Time 25 mins,"[""1 pound TJ's frozen shrimp 70-110 medium peeled"", '1 Tbsp fresh lime juice', '1 Tbsp fresh lemon juice', '1 Tbsp Extra Virgin Olive Oil', '1/2 medium red onion, finely minced', '1 teaspoon 21 Seasoning Salute', '2 Tbsp. fresh cilantro, minced', '1 cup frozen peaches, thawed', '1 medium ripe avocado', '2 medium red bell peppers', 'Salt and pepper to taste']"
Spiced Chai Pancakes,Breakfast,https://www.traderjoes.com/home/recipes/spiced-chai-pancakes,https://www.traderjoes.com/content/dam/trjo/recipes/spiced-chai-pancakes.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 4,Time 25 mins,"[""1 TJ's Large Egg, whisked"", ""1 cup TJ's Spiced Chai Black Tea Concentrate (do not dilute!)"", ""1 3/4 cup TJ's Buttermilk Pancake & All-Purpose Baking Mix"", ""TJ's Dry Toasted Pecan Pieces"", ""Your favorite TJ's Maple Syrup""]"
Soy Chorizo Frittata,Breakfast,https://www.traderjoes.com/home/recipes/soy-chorizo-frittata,https://www.traderjoes.com/content/dam/trjo/recipes/355MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 8,Time 40 mins,"[""12 TJ's Eggs"", ""1/3 cup TJ's Half &Half"", ""TJ's 21 Seasoning Salute"", ""1 cup TJ's Shaved Cheese Blend, divided"", ""TJ's Canola Oil Spray"", ""6 TJ's Super Sweet Baby Bell Peppers, cored and sliced into rings"", ""1/2 cup diced TJ's Red Onion"", ""2 cups packed TJ's Baby Spinach"", ""1/2 link TJ's Soy Chorizo, casing removed and crumbled"", ""1/2 cup sliced TJ's Mini Pearl Grape Tomatoes (garnish)"", ""1 Tablespoon chopped TJ's Cilantro (garnish)""]"
Stuffed Avocado,Lunch,https://www.traderjoes.com/home/recipes/stuffed-avocado,https://www.traderjoes.com/content/dam/trjo/recipes/335MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 2,Time 10 mins,"[""1 can TJ's Yellowfin Tuna in Olive Oil, drained"", ""2 tsp TJ's Mayo"", ""1 Tbsp diced TJ's Red Onion"", ""1 Tbsp diced TJ's Celery"", ""1 Tbsp diced TJ's Red Bell Pepper"", ""1 tsp minced TJ's Parsley"", ""1/4 teaspoon TJ's Sea Salt, or to taste"", ""1/4 teaspoon TJ's Ground Black Pepper, or to taste"", ""1 TJ's Avocado, sliced in half and pit removed""]"
Overnight Y'oats,Breakfast,https://www.traderjoes.com/home/recipes/overnight-yoats,https://www.traderjoes.com/content/dam/trjo/recipes/316MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 1,Time 5 mins,"[""1/2 cup TJ's Rolled Oats"", ""1/4 cup TJ's Nonfat Greek Yogurt (any kind)"", ""1/2 cup TJ's Almond Beverage (Vanilla or Plain)"", ""1 Tbsp TJ's Chia Seeds""]"
Omega Bagel,Breakfast,https://www.traderjoes.com/home/recipes/omega-bagel,https://www.traderjoes.com/content/dam/trjo/recipes/250MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 2,Time 10 mins,"['1 TJ’s Bagel', '2 Tbsp TJ’s Whipped Cream Cheese', '2-4 slices TJ’s Smoked Salmon', '2 thin rounds TJ’s Red Onion', '4 Tbsp TJ’s Walnuts, crushed', '2 Tbsp TJ’s Golden Raisins', '2 tsp TJ’s Capers']"
Shrimp Burger Salad,Lunch,https://www.traderjoes.com/home/recipes/shrimp-burger-salad,https://www.traderjoes.com/content/dam/trjo/recipes/shrimp-burger-salad.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 2-4,Time 15 mins,"[""TJ's Olive Oil"", ""2 TJ's Shrimp Seafood Burger Patties"", '1 bag TJs Organic Spring Mix', '2 - 4 tablespoons TJs Carrot Ginger Miso Salad Dressing', '1 Radish thinly sliced']"
Sausage & Veggies,Lunch,https://www.traderjoes.com/home/recipes/sausage-veggies,https://www.traderjoes.com/content/dam/trjo/recipes/518MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 5,Time 45 mins,"[""2 TJ's Russet Potatoes, rinsed and dried"", ""1 TJ's Yellow Onion, rinsed and dried"", ""3 TJ's Whole Organic Carrots, rinsed and dried"", '1 bag TJ’s Tricolor Peppers, rinsed and dried', '1 bag TJ’s Organic Broccoli Florets, rinsed and dried', ""1 package TJ’s Spicy Italian Chicken Sausages (or your favorite TJ's fully cooked chicken sausage)"", '3 tablespoons TJ’s Extra Virgin Olive Oil, divided', '2 teaspoons TJ’s 21 Seasoning Salute, divided', ""1 teaspoon TJ's Sea Salt, divided"", '2 bags TJ’s Frozen Rice Medley']"
Roasted Veggie Bowl,Lunch,https://www.traderjoes.com/home/recipes/roasted-veggie-bowl,https://www.traderjoes.com/content/dam/trjo/recipes/pepita-salsa-veggie-bowl.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 2,Time 10 mins,"[""1 package TJ's Frozen Brown Rice, microwaved according to package directions"", '2 cups of your favorite roasted vegetables, cold or warm (we used Brussels Sprouts & Delicata Squash, feel free to sub in whatever you have on hand)', ""2 handfuls TJ's Kale"", ""1 TJ's Avocado"", ""TJ's Pepita Salsa""]"
Curry Chicken Pot Pie,Dinner,https://www.traderjoes.com/home/recipes/curry-chicken-pot-pie,https://www.traderjoes.com/content/dam/trjo/recipes/curry-chicken-pot-pie.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 5,Time 45 mins,"[""1 package TJ's Gourmet Pie Crusts, defrosted in the refrigerator"", ""1 cup TJ's Organic Foursome Vegetables"", ""1/2 cup diced TJ's Yellow Onion"", ""1 1/2 cups TJ's Just Chicken"", ""1 bottle TJ's Thai Yellow Curry Sauce"", '5 small, oven-safe ramekins', 'small rimmed baking sheet']"
Mozzarella & Roasted Corn Egg Bake,Breakfast,https://www.traderjoes.com/home/recipes/mozzarella-roasted-corn-egg-bake,https://www.traderjoes.com/content/dam/trjo/recipes/373MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 4-6,Time 1 h,"[""4 cups shredded TJ's Zucchini (4-5 medium zucchinis)"", ""1 1/2 teaspoons TJ's Sea Salt, divided"", ""3 Tablespoons TJ's Unsalted Butter, divided"", ""1 medium TJ's Yellow Onion, sliced thinly"", ""2 teaspoons TJ's Organic Cane Sugar"", ""1/4 cup TJ's Balsamic Vinegar of Modena"", ""2 cups frozen TJ's Roasted Corn, defrosted"", ""1/2 package TJ's Shredded Mozzarella"", ""2 Tablespoons chopped TJ's Cilantro, plus more for garnish"", ""6 TJ's Eggs""]"
Cocoa Almond & Banana Stuffed French Toast,Breakfast,https://www.traderjoes.com/home/recipes/cocoa-almond-banana-stuffed-french-toast,https://www.traderjoes.com/content/dam/trjo/recipes/206MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 3,Time 25 mins,"[""6 thick slices TJ's Artisan Bread (we used the Rustic variety)"", ""1/2 cup TJ's Cocoa Almond Spread"", ""2 TJ's Bananas, sliced"", ""1 cup TJ's Milk"", ""4 TJ's Eggs"", ""2 tsp TJ's Ground Cinnamon"", ""1-2 Tbsp TJ's Unsalted Butter"", ""3 Tbsp TJ's Maple Syrup"", ""4-5 TJ's Strawberries, sliced into heart shapes""]"
Citrusy Baked Oatmeal,Breakfast,https://www.traderjoes.com/home/recipes/citrusy-baked-oatmeal,https://www.traderjoes.com/content/dam/trjo/context-images/95764-gluten-free-rolled-oats-1-pdp.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 6,Time 45 mins,"[""2 cups TJ's Rolled Oats"", ""3 TJ's Cara Cara Oranges (if unavailable, Navels or Valencias will work just fine)"", ""1 1/2 cups TJ's Unsweetened Vanilla Almond Milk"", ""3 tablespoons TJ's Ghee, melted"", ""1 TJ's Egg"", ""1/4 cup of your favorite TJ's Honey"", ""1 cup TJ's Go Raw Trek Mix (or Oh My! Omega Trek Mix)"", ""1 teaspoon TJ's Baking Powder"", ""1 teaspoon TJ's Sea Salt"", ""1/2 teaspoon TJ's Cinnamon"", ""1 tablespoon TJ's Sugar (optional)""]"
Cinnamon Bear Toast,Breakfast,https://www.traderjoes.com/home/recipes/cinnamon-bear-toast,https://www.traderjoes.com/content/dam/trjo/recipes/343MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 2,Time 20 mins,"[""2 slices of your favorite TJ's Bread"", ""1 1/2 Tablespoons TJ's Clarified Butter (Ghee)"", ""1 Tablespoon TJ's Organic Cane Sugar"", ""1 teaspoon TJ's Ground Cinnamon"", ""2 dashes TJ's Nutmeg (optional - Seasonal product)"", ""1/4 teaspoon TJ's Organic Pure Bourbon Vanilla Extract"", ""2 TJ's Organic Strawberries"", ""1 TJ's Organic Banana"", ""6 TJ's Organic Thompson Seedless Raisins""]"
Cheesy Tot Breakfast Bake,Breakfast,https://www.traderjoes.com/home/recipes/cheesy-tot-breakfast-bake,https://www.traderjoes.com/content/dam/trjo/recipes/tater-tot-casserole.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 8-10,Time 1 h 30 mins,"[""TJ's Canola Spray, to grease pan"", ""1 package TJ's Chicken Breakfast Sausage"", ""3/4 to 1 block TJ's Unexpected Cheddar, shredded and divided (you'll have about 2 cups shredded)"", ""6 TJ's Large Eggs"", ""1/4 cup TJ's Whole Milk"", ""1 teaspoon TJ's 21 Seasoning Salute"", ""TJ's Trader Potato Tots (roughly half a bag)"", ""3 slices TJ's Fully Cooked Bacon, diced, for garnish (optional)""]"
Raspberry Ricotta Toast,Breakfast,https://www.traderjoes.com/home/recipes/raspberry-ricotta-toast,https://www.traderjoes.com/content/dam/trjo/recipes/ricotta-toast_recipe.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 1,Time 10 mins,"[""TJ's Cultured Butter, softened"", ""1 slice TJ's Sliced French Brioche"", ""TJ's Traditional Whole Milk Ricotta Cheese OR Part Skim Ricotta Cheese"", ""TJ's Raspberry Preserves""]"
Egg Salad Bagel,Breakfast,https://www.traderjoes.com/home/recipes/egg-salad-bagel,https://www.traderjoes.com/content/dam/trjo/recipes/egg-salad-bagel.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 3,Time 15 mins,"[""3 TJ's Everything Bagels, sliced in half"", ""1 tub TJ's Egg Salad"", ""1 tub TJ's Pico de Gallo, hot or mild"", ""TJ's Fresh Chives, chopped, for garnish (optional)""]"
Egg Nog Breakfast Bowl,Breakfast,https://www.traderjoes.com/home/recipes/egg-nog-breakfast-bowl,https://www.traderjoes.com/content/dam/trjo/recipes/egg-nog-breakfast-bowl.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 1,Time 5 mins,"[""1 container TJ's Greek Whole Milk Egg Nog Yogurt OR Cultured Coconut Nog (seasonal)"", ""TJ's Raspberry Preserves"", ""Your favorite TJ's Granola"", ""TJ's Pomegranate Seeds""]"
Palak Paneer Pasties,Lunch,https://www.traderjoes.com/home/recipes/palak-paneer-pasties,https://www.traderjoes.com/content/dam/trjo/recipes/488MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 8,Time 45 mins,"[""1 package TJ's Pie Crusts, thawed according to package directions"", ""2 trays TJ's Palak Paneer, microwaved according to package directions"", ""1 TJ's Large Egg""]"
Potsticker Soup's On!,Dinner,https://www.traderjoes.com/home/recipes/potsticker-soups-on,https://www.traderjoes.com/content/dam/trjo/editorial-main-images/potsticker-soups-on/03663-chicken-gyoza-potsticker-soup-recipe.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 6-8,Time 25 mins,"[""TJ's Imported Olive Oil"", ""1 package TJ's Gyoza Potstickers (Pork, Chicken, Shrimp or Vegetable)"", ""1 container TJ's Mirepoix"", ""2 packages TJ's Low Sodium Chicken Broth"", ""1 bag TJ's Baby Spinach"", ""1 tablespoon TJ's Reduced Sodium Soy Sauce"", ""1 tablespoon TJ's Organic Toasted Sesame Oil"", ""Handful of chopped TJ's Fresh Cilantro, for garnish"", 'TJ’s Crunchy Chili Onion, or your favorite TJ’s Hot Sauce (for garnish)']"
Chocolate Truffles,Desserts,https://www.traderjoes.com/home/recipes/chocolate-truffles,https://www.traderjoes.com/content/dam/trjo/recipes/chocolate-truffles.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 16-24,Time 1 h 35 mins,"[""1/2 bar TJ's Pound Plus Dark Chocolate or TJ's Pound Plus 72% Cacao Dark Chocolate"", ""1/2 cup TJ's Heavy Cream"", ""1 teaspoon TJ's Organic Pure Bourbon Vanilla Extract"", ""2 packets TJ's Instant Coffee Packets All Dressed Up with Creamer & Sugar"", ""1/2 bag TJ's Freeze Dried Strawberries"", ""1/2 bag TJ's Dry Roasted & Salted Pistachios, shelled"", ""10 of your favorite TJ's Joe-Joe's Cookies""]"
Fig Butter Cream Cheese Bagel,Breakfast,https://www.traderjoes.com/home/recipes/fig-butter-cream-cheese-bagel,https://www.traderjoes.com/content/dam/trjo/recipes/fig-bagel2.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 2-4,Time 15 mins,"[""2 TJ's Plain Bagels, sliced in half"", ""1 package TJ's Cream Cheese, quartered and softened"", ""TJ's Fig Butter"", ""Handful TJ's Dried Apricots, diced"", ""Handful TJ's Walnut Baking Pieces"", ""Your favorite TJ's Honey""]"
Pepperoni Slab Pizza,Dinner,https://www.traderjoes.com/home/recipes/pepperoni-slab-pizza,https://www.traderjoes.com/content/dam/trjo/recipes/pepperoni-pizza.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 4,Time 10 mins,"[""1 TJ's Pizza Crust"", ""TJ's Olive Oil"", ""1/2 cup TJ's Pizza Sauce"", ""1 1/2 cups TJ's Organic Shredded Mozzarella Cheese"", 'Sliced Pepperoni', ""A few dashes TJ's Organic Oregano (optional)""]"
Blueberry Protein Pancakes,Breakfast,https://www.traderjoes.com/home/recipes/blueberry-protein-pancakes,https://www.traderjoes.com/content/dam/trjo/recipes/blueberry-protein-pancakes.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 3-4,Time 30 mins,"[""2 cups TJ's Buttermilk Protein Pancake Mix"", '2 cups Water', ""1 bag TJ's Organic Wild Blueberries, thawed and divided""]"
Blarney Toast,Breakfast,https://www.traderjoes.com/home/recipes/blarney-toast,https://www.traderjoes.com/content/dam/trjo/recipes/blarney-toast2.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 6,Time 10 mins,"[""TJ's Sunflower Oil"", ""1 TJ's Blarney Scone (Seasonal)"", ""TJ's Seville Orange Marmalade"", 'Kerrygold® Irish Butter']"
Mushroom Miso Soup,Dinner,https://www.traderjoes.com/home/recipes/mushroom-miso-soup,https://www.traderjoes.com/content/dam/trjo/recipes/mushroom-miso-soup.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 4-8,Time 30 mins,"[""2 tablespoons TJ's Olive Oil"", ""1/2 TJ's Yellow Onion, diced"", ""TJ's Sea Salt"", ""1 bag TJ's Sliced Crimini Mushrooms"", ""2 packages TJ's Miso Ginger Broth"", ""1 package TJ's Baby Bok Choy, rinsed and trimmed"", ""1 package (16 oz.) TJ's Organic Extra Firm Sprouted Tofu, cut into bite-size pieces"", ""TJ's Sesame Oil & Soy Sauce, for garnish""]"
Biscuits & Maple Turkey Gravy,Breakfast,https://www.traderjoes.com/home/recipes/biscuits-maple-turkey-gravy,https://www.traderjoes.com/content/dam/trjo/recipes/467MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 4-6,Time 25 mins,"[""1 can TJ's Buttermilk Biscuits"", ""1 teaspoon TJ's Ghee"", ""1 package TJ's Ground Turkey (about 1.5 pounds)"", ""1/3 cup TJ's All Purpose Flour"", ""3 cups TJ's Milk"", ""1 tablespoon TJ's Maple Syrup"", '4 Fresh Sage leaves, chopped (plus more for garnish)', ""TJ's Salt & Pepper, to taste""]"
Berry Crazy Sundae,Desserts,https://www.traderjoes.com/home/recipes/berry-crazy-sundae,https://www.traderjoes.com/content/dam/trjo/recipes/berry-crazy-sundae.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 1,Time 5 mins,"[""TJ's Super Premium French Vanilla Ice Cream"", ""TJ's Gone Berry Crazy Chocolate Covered Strawberry Slices"", ""TJ's Organic Midnight Moo Chocolate Flavored Syrup"", ""TJ's Belgian Butter Waffle Cookies""]"
Basic Breakfast Sandwich,Breakfast,https://www.traderjoes.com/home/recipes/basic-breakfast-sandwich,https://www.traderjoes.com/content/dam/trjo/recipes/breakfast-sandwich_recipe.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 6-8,Time 25 mins,"[""1 package TJ's Dry Rubbed Bacon"", ""1 bag TJ's Organic Arugula"", ""1 package TJ's Sliced Aged Swiss Cheese"", ""3-4 TJ's Kumato Tomatoes, sliced"", ""TJ's Gluten Free Whole Grain or Multigrain Bread (toasted or untoasted, your call!)"", ""2 tablespoons TJ's Salted Butter, divided"", ""6-8 TJ's Large Eggs (1 egg per sandwich)"", ""TJ's Salt & Pepper""]"
Coffee Rubbed Chicken Drumsticks,Dinner,https://www.traderjoes.com/home/recipes/coffee-rubbed-chicken-drumsticks,https://www.traderjoes.com/content/dam/trjo/recipes/52348-coffee-rub-REC.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 4-5,Time 1 h 45 mins,"[""2 packages TJ's Organic Chicken Drumsticks"", ""TJ's BBQ Rub and Seasoning with Coffee and Garlic""]"
Pumpkin Pie Milkshake,Desserts,https://www.traderjoes.com/home/recipes/pumpkin-pie-milkshake,https://www.traderjoes.com/content/dam/trjo/recipes/pumpkin-pie-milkshake.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 2,Time 10 mins,"[""1/3 TJ's Pumpkin Pie, broken into pieces (reserve some of the crust edges for garnish)"", ""1/3 cup TJ's Whole Milk"", ""4-5 scoops TJ's Super Premium French Vanilla Ice Cream"", 'Whipped Cream']"
Baked Pear with Yogurt and Granola,Breakfast,https://www.traderjoes.com/home/recipes/baked-pear-with-yogurt-and-granola,https://www.traderjoes.com/content/dam/trjo/recipes/402MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 1,Time 45 mins,"['1/2 cup Water', ""Juice from half of a TJ's Lemon"", ""1 tsp TJ's Organic Brown Sugar"", ""1 ripe TJ's D'Anjou Pear, peeled, halved and cored"", ""4 Tbsp TJ's Organic Grass Fed Plain Whole Milk Yogurt"", ""1/2 cup TJ's Gluten Free Cranberry Maple Nut Granola""]"
Classic Turkey Pot Pie,Dinner,https://www.traderjoes.com/home/recipes/classic-turkey-pot-pie,https://www.traderjoes.com/content/dam/trjo/recipes/333MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 6-8,Time 1 h,"[""1 lb leftover cooked TJ's Turkey, diced"", ""1/2 cup TJ's Canned Corn"", ""1/2 cup TJ's Frozen Shelled Edamame"", ""1/2 package TJ's Mirepoix"", ""1 carton TJ's Condensed Cream of Portabella Mushroom Soup (seasonal)"", ""1 cup (or more) TJ's Organic Low Sodium Chicken Broth"", ""1 box TJ's Pie Crusts, both crusts defrosted"", ""1-2 Tbsp TJ's Olive Oil for sautéing""]"
Pumpkin Pie,Desserts,https://www.traderjoes.com/home/recipes/pumpkin-pie,https://www.traderjoes.com/content/dam/trjo/recipes/pie-sonality-recipe.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 8-10,Time 1 h 30 mins,"[""1 TJ's Pie Pumpkin"", ""1 TJ's Frozen Pie Crust, thawed according to package directions"", '1/2 cup to 1 cup whipping cream (use more for a larger Pie Pumpkin)', ""1 stick TJ's Butter, melted"", ""1/2 cup to 1 cup TJ's Organic Brown Sugar (use more for a larger Pie Pumpkin)"", ""2 TJ's Large Eggs, lightly beaten"", ""2 teaspoons TJ's Pumpkin Pie Spice"", ""1 teaspoon TJ's Organic Pure Bourbon Vanilla Extract"", ""1 pinch TJ's Sea Salt"", 'Whipped cream, for garnish (optional)']"
Bacon Apple Sweet Potato Hash,Breakfast,https://www.traderjoes.com/home/recipes/bacon-apple-sweet-potato-hash,https://www.traderjoes.com/content/dam/trjo/recipes/sweet-potato-hash.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 5-7,Time 45 mins,"[""4 TJ's Organic Sweet Potatoes, peeled and diced"", ""1/4 cup TJ's Extra Virgin Olive Oil"", ""1/4 teaspoon TJ's Sea Salt"", ""1 package TJ's Uncured Apple Smoked Bacon (or your favorite TJ's Bacon), chopped"", ""1 medium TJ's Yellow Onion, chopped"", ""2 TJ's Gala Apples or TJ's Granny Smith Apples, diced"", ""1/2 bag TJ's Organic Kale"", ""4 large TJ's Eggs"", ""1/4 cup TJ's Organic Maple Syrup""]"
Pumpkin Madeleine Cookie Sandwiches,Desserts,https://www.traderjoes.com/home/recipes/pumpkin-madeleine-cookie-sandwiches,https://www.traderjoes.com/content/dam/trjo/recipes/pumpkin-madeleine-sandwich_recipe.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 6,Time 15 mins,"[""1 tub TJ's Whipped Cream Cheese"", ""4 tablespoons TJ's Powdered Sugar"", ""1 teaspoon TJ's Ground Cinnamon"", ""2 packages TJ's Spiced Pumpkin Madeleine Cookies (seasonal)""]"
Açaí Smoothie Bowl,Breakfast,https://www.traderjoes.com/home/recipes/acai-smoothie-bowl,https://www.traderjoes.com/content/dam/trjo/recipes/acai-smoothie-bowl.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 1,Time 10 mins,"[""1 TJ's Organic Unsweetened Açaí Purée packet"", ""1/2 cup TJ's Frozen Organic Mixed Berry Blend"", ""1-2 tablespoons TJ's Unsweetened Vanilla Almond Milk"", ""1 TJ's Banana, sliced and divided"", ""1/3 cup TJ's Toasted Coconut Granola"", ""2 TJ's Fancy Medjool Dates, chopped"", '1 scoop of your favorite protein powder (optional)']"
Preposterously Peanut Butter Cup Cookies,Desserts,https://www.traderjoes.com/home/recipes/preposterously-peanut-butter-cup-cookies,https://www.traderjoes.com/content/dam/trjo/recipes/preposterously-peanut-butter-cookies.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 16,Time 30 mins,"[""2 cups (1 jar) TJ's Creamy Salted Peanut Butter, stirred"", ""2 cup TJ's Organic Cane Sugar, plus more for rolling cookies"", ""2 TJ's Large Eggs"", ""2 teaspoons TJ's Baking Soda"", ""2 teaspoons TJ's Organic Pure Bourbon Vanilla Extract"", ""16 TJ's Dark Chocolate Peanut Butter Cups, wrappers removed""]"
Cheeseburger Pizza,Dinner,https://www.traderjoes.com/home/recipes/cheeseburger-pizza,https://www.traderjoes.com/content/dam/trjo/recipes/cheeseburger-pizza.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 4-6,Time 1 h,"[""1 package TJ's Pizza Dough"", ""TJ's All-Purpose Flour, for work surface"", ""2 teaspoons TJ's Olive Oil, plus more for brushing pizza crust"", ""1/2 TJ's Yellow Onion, diced"", ""1 package (1 pound) TJ's Organic Grass Fed Ground Beef"", ""1/4 cup TJ's Pizza Sauce"", ""1 cup TJ's Mild Shredded Cheddar Cheese"", ""TJ's Organic Sweet Bread & Butter Pickles"", ""TJ's Organic Ketchup & Yellow Mustard, for garnish""]"
